Data_Field,Champ_de_la_donnée,Data_Value,Valeur_de_la_donnée,Value_Description,Description_de_la_valeur
Field Unit,Unité de gestion,Manitoba Field Unit,Unité de gestion du Manitoba,Manitoba Field Unit,Unité de gestion du Manitoba
Field Unit,Unité de gestion,Mingan Field Unit,Unité de gestion de Mingan,Mingan Field Unit,Unité de gestion de Mingan
Field Unit,Unité de gestion,Mount Revelstoke and Glacier Field Unit,Unité de gestion de Mont-Revelstoke et des Glaciers,Mount Revelstoke and Glacier Field Unit,Unité de gestion de Mont-Revelstoke et des Glaciers
Field Unit,Unité de gestion,New Brunswick South Field Unit,Unité de gestion du Sud du Nouveau-Brunswick,New Brunswick South Field Unit,Unité de gestion du Sud du Nouveau-Brunswick
Field Unit,Unité de gestion,Newfoundland East Field Unit,Unité de gestion de l'Est de Terre-Neuve,Newfoundland East Field Unit,Unité de gestion de l'Est de Terre-Neuve
Field Unit,Unité de gestion,Northern New Brunswick Field Unit,Unité de gestion du Nord du Nouveau-Brunswick,Northern New Brunswick Field Unit,Unité de gestion du Nord du Nouveau-Brunswick
Field Unit,Unité de gestion,Northern Ontario Field Unit,Unité de gestion du Nord de l'Ontario,Northern Ontario Field Unit,Unité de gestion du Nord de l'Ontario
Field Unit,Unité de gestion,Northern Prairies Field Unit,Unité de gestion du Nord des prairies,Northern Prairies Field Unit,Unité de gestion du Nord des prairies
Field Unit,Unité de gestion,Nunavut Field Unit,Unité de gestion du Nunavut,Nunavut Field Unit,Unité de gestion du Nunavut
Field Unit,Unité de gestion,Ontario Waterways Field Unit,Unité de gestion des voies navigables de l'Ontario,Ontario Waterways Field Unit,Unité de gestion des voies navigables de l'Ontario
Field Unit,Unité de gestion,Prince Edward Island Field Unit,Unité de gestion de l'Île-du-Prince-Édouard,Prince Edward Island Field Unit,Unité de gestion de l'Île-du-Prince-Édouard
Field Unit,Unité de gestion,Quebec Field Unit,Unité de gestion de Québec,Quebec Field Unit,Unité de gestion de Québec
Field Unit,Unité de gestion,Quebec Waterways Field Unit,Unité de gestion des voies navigables au Québec,Quebec Waterways Field Unit,Unité de gestion des voies navigables au Québec
Field Unit,Unité de gestion,Riding Mountain Field Unit,Unité de gestion du Mont-Riding,Riding Mountain Field Unit,Unité de gestion du Mont-Riding
Field Unit,Unité de gestion,Rouge National Urban Park Field Unit,Unité de gestion du parc urbain national de la Rouge,Rouge National Urban Park Field Unit,Unité de gestion du parc urbain national de la Rouge
Field Unit,Unité de gestion,Saguenay-St. Lawrence Field Unit,Unité de gestion du Saguenay-Saint-Laurent,Saguenay-St. Lawrence Field Unit,Unité de gestion du Saguenay-Saint-Laurent
Field Unit,Unité de gestion,Saskatchewan South Field Unit,Unité de gestion du Sud de la Saskatchewan,Saskatchewan South Field Unit,Unité de gestion du Sud de la Saskatchewan
Field Unit,Unité de gestion,Southwest Northwest Territories Field Unit,Unité de gestion du Sud-Ouest des Territoires du Nord-Ouest,Southwest Northwest Territories Field Unit,Unité de gestion du Sud-Ouest des Territoires du Nord-Ouest
Field Unit,Unité de gestion,Southwestern Ontario Field Unit,Unité de gestion du Sud-Ouest de l'Ontario,Southwestern Ontario Field Unit,Unité de gestion du Sud-Ouest de l'Ontario
Field Unit,Unité de gestion,Waterton Lakes Field Unit,Unité de gestion de Lacs-Waterton,Waterton Lakes Field Unit,Unité de gestion de Lacs-Waterton
Field Unit,Unité de gestion,Western Arctic Field Unit,Unité de gestion de l'Arctique de l'Ouest,Western Arctic Field Unit,Unité de gestion de l'Arctique de l'Ouest
Field Unit,Unité de gestion,Western Newfoundland and Labrador Field Unit,Unité de gestion de l'Ouest de Terre-Neuve et du Labrador,Western Newfoundland and Labrador Field Unit,Unité de gestion de l'Ouest de Terre-Neuve et du Labrador
Field Unit,Unité de gestion,Yukon Field Unit,Unité de gestion du Yukon,Yukon Field Unit,Unité de gestion du Yukon
Incident Type,Type d'incident,Attractant,Attractifs,"Presence of potentially enticing substances such as garbage, grain and human foods, but with no wildlife present","Présence de substances potentiellement attrayantes comme des déchets, des céréales et des aliments humains, mais sans présence d’animaux sauvages"
Incident Type,Type d'incident,Domestic Animal,Animaux domestiques,Domestic animal incident that does not involve wildlife,Incident avec un animal domestique n’impliquant aucun animal sauvage
Incident Type,Type d'incident,Harassment,Harcèlement,Human actions that distract wildlife from carrying out their ordinary activities for any length of time,Actions humaines qui distraient les animaux sauvages de leurs activités normales pendant une certaine période de temps
Incident Type,Type d'incident,Hazards - Environmental,Dangers – environnementaux,Hazards - Environmental,Dangers – environnementaux
Incident Type,Type d'incident,Highway Fence Intrusion,Intrusion à l'intérieur des clôtures d'autoroute,Wildlife is present within fenced exclusion zones along highways,La faune est présente dans des zones d'exclusion clôturées le long des autoroutes
Incident Type,Type d'incident,Human Wildlife Interaction,Interaction humains-faune,A negative interaction between wildlife and people and/or their property; whether major or minor; with or without physical contact,Interaction humains-faune
Incident Type,Type d'incident,Management Intervention,Intervention de gestion,Management action that is necessary to address multiple incidents or ecological impacts,Intervention de gestion
Incident Type,Type d'incident,Nuisance Wildlife,Animaux sauvages nuisibles,"A nuisance, inconvenience or irritation caused by wildlife","Nuisance, désagrément ou irritation causée par la faune"
Incident Type,Type d'incident,Rescued/Recovered/Found Wildlife,Animaux sauvages sauvés/récupérés/trouvés,"Any wildlife found dead, injured, poisoned, entangled, entrapped or orphaned that may or may not require additional management actions","Animal sauvage trouvé mort, blessé, empoisonné, enchevêtré, piégé ou orphelin, qui pourrait nécessiter ou non d’autres mesures de gestion"
Incident Type,Type d'incident,Wildlife Sighting,Observation de la faune,"Observations of a species of interest such as bear, cougar, wolf or rutting elk, that occurs near to a wildlife exclusion zone and is important to record because it may be relevant to another/future incident","Observations d’une espèce présentant un intérêt particulier, comme un ours, un couguar, un loup ou un wapiti en rut, à proximité d’une zone d’exclusion de la faune, et qu’il est important de consigner parce qu’elles pourraient servir advenant un incident futur"
Month,Mois,1,1,January,Janvier
Month,Mois,10,10,October,Octobre
Month,Mois,11,11,November,Novembre
Month,Mois,12,12,December,Décembre
Month,Mois,2,2,February,Février
Month,Mois,3,3,March,Mars
Month,Mois,4,4,April,Avril
Month,Mois,5,5,May,Mai
Month,Mois,6,6,June,Juin
Month,Mois,7,7,July,Juillet
Month,Mois,8,8,August,Août
Month,Mois,9,9,September,Septembre
Protected Heritage Area,Aire patrimoniale protégée,57-63 St. Louis Street National Historic Site of Canada,"Lieu historique national du Canada 57-63, rue Saint-Louis",57-63 St. Louis Street National Historic Site of Canada,"Lieu historique national du Canada 57-63, rue Saint-Louis"
Protected Heritage Area,Aire patrimoniale protégée,Abbot Pass Refuge Cabin National Historic Site of Canada,Lieu historique national du Canada du Refuge-du-Col-Abbot,Abbot Pass Refuge Cabin National Historic Site of Canada,Lieu historique national du Canada du Refuge-du-Col-Abbot
Protected Heritage Area,Aire patrimoniale protégée,Acadian Odyssey National Historic Event of Canada,Événement historique national du Canada de l'Odyssée acadienne,Acadian Odyssey National Historic Event of Canada,Événement historique national du Canada de l'Odyssée acadienne
Protected Heritage Area,Aire patrimoniale protégée,Akami–Uapishku - KakKasuak - Mealy Mountains National Park Reserve of Canada,Réserve de parc national du Canada Akami-Uapishku – KakKasuak – Monts Mealy,Akami–Uapishku - KakKasuak - Mealy Mountains National Park Reserve of Canada,Réserve de parc national du Canada Akami-Uapishku – KakKasuak – Monts Mealy
Protected Heritage Area,Aire patrimoniale protégée,Alexander Graham Bell National Historic Site of Canada,Lieu historique national du Canada Alexander-Graham-Bell,Alexander Graham Bell National Historic Site of Canada,Lieu historique national du Canada Alexander-Graham-Bell
Protected Heritage Area,Aire patrimoniale protégée,Ardgowan National Historic Site of Canada,Lieu historique national du Canada Ardgowan,Ardgowan National Historic Site of Canada,Lieu historique national du Canada Ardgowan
Protected Heritage Area,Aire patrimoniale protégée,Artillery Park,Parc-de-l'Artillerie,Artillery Park,Parc-de-l'Artillerie
Protected Heritage Area,Aire patrimoniale protégée,Athabasca Pass National Historic Site of Canada,Lieu historique national du Canada du Col-Athabasca,Athabasca Pass National Historic Site of Canada,Lieu historique national du Canada du Col-Athabasca
Protected Heritage Area,Aire patrimoniale protégée,Aulavik National Park of Canada,Parc national du Canada Aulavik,Aulavik National Park of Canada,Parc national du Canada Aulavik
Protected Heritage Area,Aire patrimoniale protégée,Auyuittuq National Park of Canada,Parc national du Canada Auyuittuq,Auyuittuq National Park of Canada,Parc national du Canada Auyuittuq
Protected Heritage Area,Aire patrimoniale protégée,Banff National Park of Canada,Parc national du Canada Banff,Banff National Park of Canada,Parc national du Canada Banff
Protected Heritage Area,Aire patrimoniale protégée,Banff Park Museum National Historic Site of Canada,Lieu historique national du Canada du Musée-du-Parc-Banff,Banff Park Museum National Historic Site of Canada,Lieu historique national du Canada du Musée-du-Parc-Banff
Protected Heritage Area,Aire patrimoniale protégée,Bar U Ranch National Historic Site of Canada,Lieu historique national du Canada du Ranch-Bar U,Bar U Ranch National Historic Site of Canada,Lieu historique national du Canada du Ranch-Bar U
Protected Heritage Area,Aire patrimoniale protégée,Batoche National Historic Site of Canada,Lieu historique national du Canada de Batoche,Batoche National Historic Site of Canada,Lieu historique national du Canada de Batoche
Protected Heritage Area,Aire patrimoniale protégée,Battle of Cook's Mills National Historic Site of Canada,Lieu historique national du Canada de la Bataille-de-Cook's Mills,Battle of Cook's Mills National Historic Site of Canada,Lieu historique national du Canada de la Bataille-de-Cook's Mills
Protected Heritage Area,Aire patrimoniale protégée,Battle of the Châteauguay National Historic Site of Canada,Lieu historique national du Canada de la Bataille-de-la-Châteauguay,Battle of the Châteauguay National Historic Site of Canada,Lieu historique national du Canada de la Bataille-de-la-Châteauguay
Protected Heritage Area,Aire patrimoniale protégée,Battle of the Restigouche National Historic Site of Canada,Lieu historique national du Canada de la Bataille-de-la-Ristigouche,Battle of the Restigouche National Historic Site of Canada,Lieu historique national du Canada de la Bataille-de-la-Ristigouche
Protected Heritage Area,Aire patrimoniale protégée,Battle of the Windmill National Historic Site of Canada,Lieu historique national du Canada de la Bataille-du-Moulin-à-Vent,Battle of the Windmill National Historic Site of Canada,Lieu historique national du Canada de la Bataille-du-Moulin-à-Vent
Protected Heritage Area,Aire patrimoniale protégée,Battle of Tourond's Coulee / Fish Creek National Historic Site of Canada,Lieu historique national du Canada de la Bataille-de-la-Coulée-des-Tourond – Fish Creek,Battle of Tourond's Coulee / Fish Creek National Historic Site of Canada,Lieu historique national du Canada de la Bataille-de-la-Coulée-des-Tourond – Fish Creek
Protected Heritage Area,Aire patrimoniale protégée,Battlefield of Fort George National Historic Site of Canada,Lieu historique national du Canada de la Champ-de-Bataille-du-Fort George,Battlefield of Fort George National Historic Site of Canada,Lieu historique national du Canada de la Champ-de-Bataille-du-Fort George
Protected Heritage Area,Aire patrimoniale protégée,Bead Hill National Historic Site of Canada,Lieu historic national du Canada Bead Hill,Bead Hill National Historic Site of Canada,Lieu historic national du Canada Bead Hill
Protected Heritage Area,Aire patrimoniale protégée,Beaubassin National Historic Site of Canada,Lieu historique national du Canada de Beaubassin,Beaubassin National Historic Site of Canada,Lieu historique national du Canada de Beaubassin
Protected Heritage Area,Aire patrimoniale protégée,Beaubears Island Shipbuilding National Historic Site of Canada,Lieu historique national du Canada de la Construction-Navale-à-l'Île-Beaubears,Beaubears Island Shipbuilding National Historic Site of Canada,Lieu historique national du Canada de la Construction-Navale-à-l'Île-Beaubears
Protected Heritage Area,Aire patrimoniale protégée,Bellevue House National Historic Site of Canada,Lieu historique national du Canada de la Villa-Bellevue,Bellevue House National Historic Site of Canada,Lieu historique national du Canada de la Villa-Bellevue
Protected Heritage Area,Aire patrimoniale protégée,Bethune Memorial House National Historic Site of Canada,Lieu historique national du Canada de la Maison-Commémorative-Bethune,Bethune Memorial House National Historic Site of Canada,Lieu historique national du Canada de la Maison-Commémorative-Bethune
Protected Heritage Area,Aire patrimoniale protégée,Bloody Creek National Historic Site of Canada,Lieu historique national du Canada Bloody Creek,Bloody Creek National Historic Site of Canada,Lieu historique national du Canada Bloody Creek
Protected Heritage Area,Aire patrimoniale protégée,Bois Blanc Island Lighthouse National Historic Site of Canada,Lieu historique national du Canada du Phare-de-l'Île-Bois Blanc,Bois Blanc Island Lighthouse National Historic Site of Canada,Lieu historique national du Canada du Phare-de-l'Île-Bois Blanc
Protected Heritage Area,Aire patrimoniale protégée,Boishébert National Historic Site of Canada,Lieu historique national du Canada Boishébert,Boishébert National Historic Site of Canada,Lieu historique national du Canada Boishébert
Protected Heritage Area,Aire patrimoniale protégée,Bruce Peninsula National Park of Canada,Parc national du Canada de la Péninsule-Bruce,Bruce Peninsula National Park of Canada,Parc national du Canada de la Péninsule-Bruce
Protected Heritage Area,Aire patrimoniale protégée,Butler's Barracks National Historic Site of Canada,Lieu historique national du Canada des Casernes-de-Butler,Butler's Barracks National Historic Site of Canada,Lieu historique national du Canada des Casernes-de-Butler
Protected Heritage Area,Aire patrimoniale protégée,Canso Islands National Historic Site of Canada,Lieu historique national du Canada des Îles-Canso,Canso Islands National Historic Site of Canada,Lieu historique national du Canada des Îles-Canso
Protected Heritage Area,Aire patrimoniale protégée,Cape Breton Highlands National Park of Canada,Parc national du Canada des Hautes-terres-du-Cap-Breton,Cape Breton Highlands National Park of Canada,Parc national du Canada des Hautes-terres-du-Cap-Breton
Protected Heritage Area,Aire patrimoniale protégée,Cape Spear National Historic Site of Canada,Lieu historique national du Canada du Cap-Spear,Cape Spear National Historic Site of Canada,Lieu historique national du Canada du Cap-Spear
Protected Heritage Area,Aire patrimoniale protégée,Carillon Barracks National Historic Site of Canada,Lieu historique national du Canada de la Caserne-de-Carillon,Carillon Barracks National Historic Site of Canada,Lieu historique national du Canada de la Caserne-de-Carillon
Protected Heritage Area,Aire patrimoniale protégée,Carillon Canal National Historic Site of Canada,Lieu historique national du Canada du Canal-de-Carillon,Carillon Canal National Historic Site of Canada,Lieu historique national du Canada du Canal-de-Carillon
Protected Heritage Area,Aire patrimoniale protégée,Carleton Martello Tower National Historic Site of Canada,Lieu historique national du Canada de la Tour-Martello-de-Carleton,Carleton Martello Tower National Historic Site of Canada,Lieu historique national du Canada de la Tour-Martello-de-Carleton
Protected Heritage Area,Aire patrimoniale protégée,Carrying Place of the Bay of Quinte National Historic Site of Canada,Lieu historique national du Canada du Portage-de-la-Baie-de-Quinte,Carrying Place of the Bay of Quinte National Historic Site of Canada,Lieu historique national du Canada du Portage-de-la-Baie-de-Quinte
Protected Heritage Area,Aire patrimoniale protégée,Cartier-Brébeuf National Historic Site of Canada,Lieu historique national du Canada Cartier-Brébeuf,Cartier-Brébeuf National Historic Site of Canada,Lieu historique national du Canada Cartier-Brébeuf
Protected Heritage Area,Aire patrimoniale protégée,Castle Hill National Historic Site of Canada,Lieu historique national du Canada de Castle Hill,Castle Hill National Historic Site of Canada,Lieu historique national du Canada de Castle Hill
Protected Heritage Area,Aire patrimoniale protégée,Cave and Basin National Historic Site of Canada,Lieu historique national du Canada Cave and Basin,Cave and Basin National Historic Site of Canada,Lieu historique national du Canada Cave and Basin
Protected Heritage Area,Aire patrimoniale protégée,Chambly Canal National Historic Site of Canada,Lieu historique national du Canada du Canal-de-Chambly,Chambly Canal National Historic Site of Canada,Lieu historique national du Canada du Canal-de-Chambly
Protected Heritage Area,Aire patrimoniale protégée,Charles Fort National Historic Site of Canada,Lieu historique national du Canada Fort Charles,Charles Fort National Historic Site of Canada,Lieu historique national du Canada Fort Charles
Protected Heritage Area,Aire patrimoniale protégée,Chilkoot Trail National Historic Site of Canada,Lieu historique national du Canada de la Piste-Chilkoot,Chilkoot Trail National Historic Site of Canada,Lieu historique national du Canada de la Piste-Chilkoot
Protected Heritage Area,Aire patrimoniale protégée,Coteau-du-Lac National Historic Site of Canada,Lieu historique national du Canada de Coteau-du-Lac,Coteau-du-Lac National Historic Site of Canada,Lieu historique national du Canada de Coteau-du-Lac
Protected Heritage Area,Aire patrimoniale protégée,Cypress Hills Massacre National Historic Site of Canada,Lieu historique national du Canada du Massacre-de-Cypress Hills,Cypress Hills Massacre National Historic Site of Canada,Lieu historique national du Canada du Massacre-de-Cypress Hills
Protected Heritage Area,Aire patrimoniale protégée,Dalvay-by-the-Sea National Historic Site of Canada,Lieu historique national du Canada de Dalvay-by-the-Sea,Dalvay-by-the-Sea National Historic Site of Canada,Lieu historique national du Canada de Dalvay-by-the-Sea
Protected Heritage Area,Aire patrimoniale protégée,D'Anville's Encampment National Historic Site of Canada,Lieu historique national du Canada de l'Encampement-d'Anville,D'Anville's Encampment National Historic Site of Canada,Lieu historique national du Canada de l'Encampement-d'Anville
Protected Heritage Area,Aire patrimoniale protégée,Dawson Historical Complex National Historic Site of Canada,Lieu historique national du Canada du Complexe-Historique-de-Dawson,Dawson Historical Complex National Historic Site of Canada,Lieu historique national du Canada du Complexe-Historique-de-Dawson
Protected Heritage Area,Aire patrimoniale protégée,Dredge No. 4 National Historic Site of Canada,Lieu historique national du Canada de la Drague-Numéro-Quatre,Dredge No. 4 National Historic Site of Canada,Lieu historique national du Canada de la Drague-Numéro-Quatre
Protected Heritage Area,Aire patrimoniale protégée,Elk Island National Park of Canada,Parc national du Canada Elk Island,Elk Island National Park of Canada,Parc national du Canada Elk Island
Protected Heritage Area,Aire patrimoniale protégée,Fathom Five National Marine Park of Canada,Parc marin national du Canada Fathom Five,Fathom Five National Marine Park of Canada,Parc marin national du Canada Fathom Five
Protected Heritage Area,Aire patrimoniale protégée,First Oil Well in Western Canada National Historic Site of Canada,Lieu historique national du Premier-Puits-de-Pétrole-de-l'Ouest-Canadien,First Oil Well in Western Canada National Historic Site of Canada,Lieu historique national du Premier-Puits-de-Pétrole-de-l'Ouest-Canadien
Protected Heritage Area,Aire patrimoniale protégée,Fisgard Lighthouse National Historic Site of Canada,Lieu historique national du Canada du Phare-de-Fisgard,Fisgard Lighthouse National Historic Site of Canada,Lieu historique national du Canada du Phare-de-Fisgard
Protected Heritage Area,Aire patrimoniale protégée,Forges du Saint-Maurice National Historic Site of Canada,Lieu historique national du Canada des Forges-du-Saint-Maurice,Forges du Saint-Maurice National Historic Site of Canada,Lieu historique national du Canada des Forges-du-Saint-Maurice
Protected Heritage Area,Aire patrimoniale protégée,Forillon National Park of Canada,Parc national du Canada Forillon,Forillon National Park of Canada,Parc national du Canada Forillon
Protected Heritage Area,Aire patrimoniale protégée,Former Territorial Court House National Historic Site of Canada,Lieu historique national du Canada de l'ancien-Palais-de-Justice-Territorial,Former Territorial Court House National Historic Site of Canada,Lieu historique national du Canada de l'ancien-Palais-de-Justice-Territorial
Protected Heritage Area,Aire patrimoniale protégée,Fort Anne National Historic Site of Canada,Lieu historique national du Canada du Fort-Anne,Fort Anne National Historic Site of Canada,Lieu historique national du Canada du Fort-Anne
Protected Heritage Area,Aire patrimoniale protégée,Fort Battleford National Historic Site of Canada,Lieu historique national du Canada du Fort-Battleford,Fort Battleford National Historic Site of Canada,Lieu historique national du Canada du Fort-Battleford
Protected Heritage Area,Aire patrimoniale protégée,Fort Beauséjour-Fort Cumberland National Historic Site of Canada,Lieu historique national du Canada du Fort-Beauséjour - Fort Cumberland,Fort Beauséjour-Fort Cumberland National Historic Site of Canada,Lieu historique national du Canada du Fort-Beauséjour - Fort Cumberland
Protected Heritage Area,Aire patrimoniale protégée,Fort Chambly National Historic Site of Canada,Lieu historique national du Canada du Fort-Chambly,Fort Chambly National Historic Site of Canada,Lieu historique national du Canada du Fort-Chambly
Protected Heritage Area,Aire patrimoniale protégée,Fort Edward National Historic Site of Canada,Lieu historique national du Canada du Fort-Edward,Fort Edward National Historic Site of Canada,Lieu historique national du Canada du Fort-Edward
Protected Heritage Area,Aire patrimoniale protégée,Fort Espérance National Historic Site of Canada,Lieu historique national du Canada du Fort-Espérance,Fort Espérance National Historic Site of Canada,Lieu historique national du Canada du Fort-Espérance
Protected Heritage Area,Aire patrimoniale protégée,Fort Gaspareaux National Historic Site of Canada,Lieu historique national du Canada du Fort-Gaspareaux,Fort Gaspareaux National Historic Site of Canada,Lieu historique national du Canada du Fort-Gaspareaux
Protected Heritage Area,Aire patrimoniale protégée,Fort George National Historic Site of Canada,Lieu historique national du Canada du Fort-George,Fort George National Historic Site of Canada,Lieu historique national du Canada du Fort-George
Protected Heritage Area,Aire patrimoniale protégée,Fort Henry National Historic Site of Canada,Lieu historique national du Canada du Fort-Henry,Fort Henry National Historic Site of Canada,Lieu historique national du Canada du Fort-Henry
Protected Heritage Area,Aire patrimoniale protégée,Fort Langley National Historic Site of Canada,Lieu historique national du Canada du Fort-Langley,Fort Langley National Historic Site of Canada,Lieu historique national du Canada du Fort-Langley
Protected Heritage Area,Aire patrimoniale protégée,Fort Lawrence National Historic Site of Canada,Lieu historique national du Canada du Fort-Lawrence,Fort Lawrence National Historic Site of Canada,Lieu historique national du Canada du Fort-Lawrence
Protected Heritage Area,Aire patrimoniale protégée,Fort Lennox National Historic Site of Canada,Lieu historique national du Canada du Fort-Lennox,Fort Lennox National Historic Site of Canada,Lieu historique national du Canada du Fort-Lennox
Protected Heritage Area,Aire patrimoniale protégée,Fort Livingstone National Historic Site of Canada,Lieu historique national du Canada du Fort-Livingstone,Fort Livingstone National Historic Site of Canada,Lieu historique national du Canada du Fort-Livingstone
Protected Heritage Area,Aire patrimoniale protégée,Fort Malden National Historic Site of Canada,Lieu historique national du Canada du Fort-Malden,Fort Malden National Historic Site of Canada,Lieu historique national du Canada du Fort-Malden
Protected Heritage Area,Aire patrimoniale protégée,Fort McNab National Historic Site of Canada,Lieu historique national du Canada du Fort-McNab,Fort McNab National Historic Site of Canada,Lieu historique national du Canada du Fort-McNab
Protected Heritage Area,Aire patrimoniale protégée,Fort Mississauga National Historic Site of Canada,Lieu historique national du Canada du Fort-Mississauga,Fort Mississauga National Historic Site of Canada,Lieu historique national du Canada du Fort-Mississauga
Protected Heritage Area,Aire patrimoniale protégée,Fort Pelly National Historic Site of Canada,Lieu historique national du Canada du Fort-Pelly,Fort Pelly National Historic Site of Canada,Lieu historique national du Canada du Fort-Pelly
Protected Heritage Area,Aire patrimoniale protégée,Fort Rodd Hill National Historic Site of Canada,Lieu historique national du Canada Fort Rodd Hill,Fort Rodd Hill National Historic Site of Canada,Lieu historique national du Canada Fort Rodd Hill
Protected Heritage Area,Aire patrimoniale protégée,Fort Sainte Marie de Grace National Historic Site of Canada,Lieu historique national du canada du Fort-Sainte-Marie-de-Grâce,Fort Sainte Marie de Grace National Historic Site of Canada,Lieu historique national du canada du Fort-Sainte-Marie-de-Grâce
Protected Heritage Area,Aire patrimoniale protégée,Fort St. James National Historic Site of Canada,Lieu historique national du Canada du Fort-St. James,Fort St. James National Historic Site of Canada,Lieu historique national du Canada du Fort-St. James
Protected Heritage Area,Aire patrimoniale protégée,Fort St. Joseph National Historic Site of Canada,Lieu historique national du Canada du Fort-St. Joseph,Fort St. Joseph National Historic Site of Canada,Lieu historique national du Canada du Fort-St. Joseph
Protected Heritage Area,Aire patrimoniale protégée,Fort Témiscamingue National Historic Site of Canada,Lieu historique national du Canada du Fort-Témiscamingue,Fort Témiscamingue National Historic Site of Canada,Lieu historique national du Canada du Fort-Témiscamingue
